Ring ID,RSU
RLFFRLFFRLFF,0.2200836694739778
RLFFRLFBLRBF,0.2286047574775372
RRFFLRFFLRFB,0.3156141996946135
RLFFRLFFLRFF,0.3496607095649202
RRFFRLFFLRFB,0.362497906248679
RRFFRRBFRRFB,0.4106538066240479
RRFFRLFFLLBB,0.417145761743269
RRFFRLFFRRFB,0.4363457817169069
RRFFLRFFLLBB,0.43714176169900604
RRFFRRFFLRFB,0.44909710642531836
