Ring ID,RSU
RRFFRRBBLLFFLLBB,0.08506266479823887
RRFFLLBBRRFFLLBB,0.0949299215880001
RRFFLLFFRRFFLLFF,0.09580461897718973
RRFFLLFBLLFFRRBF,0.10051972219023328
RLFBRLBFRLFBRLBF,0.18999546409517865
RLFBLRBBLRBBLRBF,0.2163436654094163
RRFBLRBFLLBFLRFB,0.22342869849591174
RRFFRLFFLLBBRLBB,0.2243113444155948
RLFFLRFFRLFBRLBF,0.22473554275114083
RRFBLRBFLLBBRLBB,0.2423387897741649
