Ring ID,RSU
RRFFLLBBRRFFLLBB,0.010227589913371738
RRFFLLFBLLFFRRBF,0.041206369953128416
RRFFLLFFRRFFLLFF,0.04424941176412796
RRFFRRBBLLFFLLBB,0.05846400514396576
RLFBRLBFRLFBRLBF,0.14333242720959402
RLFBLRBFRLFBLRBF,0.21856310403338416
RRFBRRFBRLBFRRBF,0.23443216305156994
RRFFRLFBRLBFLRFB,0.2526691004748403
RRFFRLFFRRBFRRFB,0.2625639207436701
RRFFRLFBRLBFLLBB,0.2669562807098672
