theta,rsu
0,0.29866187270743866
1,0.2926453158719512
2,0.287059429657921
3,0.28198189835275367
4,0.277493389435514
5,0.273675983393388
6,0.2706111259268227
7,0.2683771488215573
8,0.26704648508566664
9,0.2666827877098428
10,0.26733822792621065
11,0.26905127367725756
12,0.27184521479569246
13,0.27572760767252946
14,0.28069067902772726
15,0.2867125901798002
16,0.2937593550112037
17,0.3017871489192104
18,0.31074474570561406
19,0.3205758618427483
20,0.3312212525698729
21,0.34262047254981165
22,0.3547132721552023
23,0.36744064279431243
24,0.3807455505618509
25,0.3945734096610077
26,0.40887234939294537
27,0.4235933247903746
28,0.43869011414868575
29,0.4541192388362086
30,0.46983983310095667
31,0.4858134847926806
32,0.5020040622448388
33,0.5183775380303128
34,0.5349018168107955
35,0.5515465718837518
36,0.5682830931240975
37,0.5850841476646464
38,0.6019238537267326
39,0.6187775673918234
40,0.6356217817111633
41,0.6524340373182231
42,0.6691928435891457
43,0.6858776093533805
44,0.7024685821643172
45,0.7189467951793145
46,0.7352940207570866
47,0.751492729948982
48,0.7675260571332134
49,0.7833777691136468
50,0.7990322380748223
51,0.8144744178510067
52,0.8296898230284948
53,0.8446645104567589
54,0.8593850627954138
55,0.8738385737704477
56,0.8880126348551233
57,0.9018953231286182
58,0.9154751900993456
59,0.9287412513101788
60,0.9416829765699837
61,0.954290280680164
62,0.9665535145466669
63,0.9784634565873676
64,0.9900113043621277
65,1.0011886663683736
66,1.0119875539588845
67,1.0224003733508265
68,1.0324199177060152
69,1.0420393592720698
70,1.0512522415826493
71,1.0600524717223943
72,1.0684343126686517
73,1.076392375727564
74,1.083921613086753
75,1.0910173105106518
76,1.0976750802075874
77,1.1038908539000576
78,1.1096608761312767
79,1.1149816978420821
80,1.119850170252663
81,1.1242634390834298
82,1.1282189391486002
83,1.1317143893548964
84,1.134747788136079
85,1.1373174093519602
86,1.1394217986780921
87,1.1410597705095133
88,1.1422304053988621
89,1.1429330480458124
90,1.14316730585124
