theta,rsu
0,0.09542346254483842
1,0.09521561894335384
2,0.09459234136431302
3,0.09355438917543718
4,0.09210302696158412
5,0.09024002298404676
6,0.0879676470261972
7,0.08528866762810816
8,0.08220634871351049
9,0.07872444561320699
10,0.07484720048977928
11,0.07057933716916663
12,0.06592605538541083
13,0.060893024445582825
14,0.05548637632260345
15,0.04971269818438043
16,0.04357902436835834
17,0.037092827811261525
18,0.030262010944473117
19,0.023094896066138938
20,0.015600215201728001
21,0.0077870994654073555
22,0.00033493206481698405
23,0.008755983944628285
24,0.017465796419474905
25,0.02645375792449948
26,0.03570891801309794
27,0.04522000069835039
28,0.054975418191074404
29,0.06496328501776232
30,0.07517143250119886
31,0.0855874235861199
32,0.09619856799184877
33,0.10699193767344906
34,0.11795438257255395
35,0.12907254663868992
36,0.14033288410156408
37,0.15172167597449962
38,0.16322504676890906
39,0.17482898139943664
40,0.1865193422591851
41,0.1982818864442084
42,0.21010228310629847
43,0.22196613091291467
44,0.23385897559299063
45,0.24576632754723626
46,0.25767367950148146
47,0.2695665241815577
48,0.2814303719881738
49,0.29325076865026406
50,0.3050133128352872
51,0.3167036736950359
52,0.3283076083255637
53,0.3398109791199725
54,0.3511997709929082
55,0.36246010845578225
56,0.3735782725219184
57,0.38454071742102336
58,0.39533408710262374
59,0.40594523150835243
60,0.41636122259327346
61,0.4265693700767099
62,0.43655723690339787
63,0.44631265439612205
64,0.45582373708137447
65,0.46507889716997286
66,0.4740668586749974
67,0.4827766711498441
68,0.4911977230296555
69,0.49931975455987976
70,0.5071328702962001
71,0.5146275511606113
72,0.5217946660389458
73,0.5286254829057337
74,0.5351116794628308
75,0.5412453532788533
76,0.5470190314170759
77,0.5524256795400553
78,0.5574587104798832
79,0.562111992263639
80,0.5663798555842515
81,0.5702571007076795
82,0.573739003807983
83,0.5768213227225802
84,0.5795003021206696
85,0.5817726780785191
86,0.5836356820560563
87,0.5850870442699094
88,0.5861249964587857
89,0.5867482740378263
90,0.5869561176393107
